Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","2018","2018","1000 Int$","190206","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","2019","2019","1000 Int$","180668","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","2020","2020","1000 Int$","184552","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","2021","2021","1000 Int$","165939","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","2022","2022","1000 Int$","180520","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","2023","2023","1000 Int$","173921","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","01341","Apples","2016","2016","1000 SLC","237911","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","01341","Apples","2017","2017","1000 SLC","241647","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","01341","Apples","2018","2018","1000 SLC","251708","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","01341","Apples","2019","2019","1000 SLC","242455","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","01341","Apples","2020","2020","1000 SLC","257004","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","01341","Apples","2021","2021","1000 SLC","240017","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","01341","Apples","2022","2022","1000 SLC","280229","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","01341","Apples","2023","2023","1000 SLC","287728","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","01341","Apples","2016","2016","1000 SLC","226472","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","01341","Apples","2017","2017","1000 SLC","217853","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","01341","Apples","2018","2018","1000 SLC","218339","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","01341","Apples","2019","2019","1000 SLC","207390","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","01341","Apples","2020","2020","1000 SLC","211848","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","01341","Apples","2021","2021","1000 SLC","190483","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","01341","Apples","2022","2022","1000 SLC","207220","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","01341","Apples","2023","2023","1000 SLC","199645","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","01341","Apples","2016","2016","1000 USD","179501","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","01341","Apples","2017","2017","1000 USD","186207","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","01341","Apples","2018","2018","1000 USD","194256","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","01341","Apples","2019","2019","1000 USD","182729","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","01341","Apples","2020","2020","1000 USD","191629","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","01341","Apples","2021","2021","1000 USD","191420","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","01341","Apples","2022","2022","1000 USD","215304","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","01341","Apples","2023","2023","1000 USD","213146","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","01341","Apples","2016","2016","1000 USD","183846","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","01341","Apples","2017","2017","1000 USD","176849","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","01341","Apples","2018","2018","1000 USD","177243","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","01341","Apples","2019","2019","1000 USD","168355","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","01341","Apples","2020","2020","1000 USD","171974","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","01341","Apples","2021","2021","1000 USD","154630","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","01341","Apples","2022","2022","1000 USD","168217","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","01341","Apples","2023","2023","1000 USD","162068","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","01343","Apricots","2016","2016","1000 Int$","961","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","01343","Apricots","2017","2017","1000 Int$","850","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","01343","Apricots","2018","2018","1000 Int$","874","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","01343","Apricots","2019","2019","1000 Int$","751","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","01343","Apricots","2020","2020","1000 Int$","612","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","01343","Apricots","2021","2021","1000 Int$","656","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","01343","Apricots","2022","2022","1000 Int$","597","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","01343","Apricots","2023","2023","1000 Int$","570","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","01343","Apricots","2016","2016","1000 SLC","2218","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","01343","Apricots","2017","2017","1000 SLC","1984","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","01343","Apricots","2018","2018","1000 SLC","2048","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","01343","Apricots","2019","2019","1000 SLC","1746","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","01343","Apricots","2020","2020","1000 SLC","1402","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","01343","Apricots","2021","2021","1000 SLC","2315","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","01343","Apricots","2022","2022","1000 SLC","2249","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","01343","Apricots","2023","2023","1000 SLC","2300","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","01343","Apricots","2016","2016","1000 SLC","1973","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","01343","Apricots","2017","2017","1000 SLC","1746","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","01343","Apricots","2018","2018","1000 SLC","1795","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","01343","Apricots","2019","2019","1000 SLC","1543","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","01343","Apricots","2020","2020","1000 SLC","1257","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","01343","Apricots","2021","2021","1000 SLC","1348","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","01343","Apricots","2022","2022","1000 SLC","1226","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","01343","Apricots","2023","2023","1000 SLC","1171","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","01343","Apricots","2016","2016","1000 USD","1673","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","01343","Apricots","2017","2017","1000 USD","1529","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","01343","Apricots","2018","2018","1000 USD","1581","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","01343","Apricots","2019","2019","1000 USD","1316","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","01343","Apricots","2020","2020","1000 USD","1045","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","01343","Apricots","2021","2021","1000 USD","1846","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","01343","Apricots","2022","2022","1000 USD","1728","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","01343","Apricots","2023","2023","1000 USD","1704","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","01343","Apricots","2016","2016","1000 USD","1592","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","01343","Apricots","2017","2017","1000 USD","1409","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","01343","Apricots","2018","2018","1000 USD","1448","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","01343","Apricots","2019","2019","1000 USD","1245","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","01343","Apricots","2020","2020","1000 USD","1014","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","01343","Apricots","2021","2021","1000 USD","1087","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","01343","Apricots","2022","2022","1000 USD","990","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","01343","Apricots","2023","2023","1000 USD","945","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","01211","Asparagus","2016","2016","1000 Int$","9536","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","01211","Asparagus","2017","2017","1000 Int$","9116","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","01211","Asparagus","2018","2018","1000 Int$","9124","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","01211","Asparagus","2019","2019","1000 Int$","10418","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","01211","Asparagus","2020","2020","1000 Int$","7900","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","01211","Asparagus","2021","2021","1000 Int$","9096","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","01211","Asparagus","2022","2022","1000 Int$","10116","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","01211","Asparagus","2023","2023","1000 Int$","10855","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","01211","Asparagus","2016","2016","1000 SLC","38561","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","01211","Asparagus","2017","2017","1000 SLC","40120","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","01211","Asparagus","2018","2018","1000 SLC","40086","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","01211","Asparagus","2019","2019","1000 SLC","47159","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","01211","Asparagus","2020","2020","1000 SLC","42347","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","01211","Asparagus","2021","2021","1000 SLC","44074","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","01211","Asparagus","2022","2022","1000 SLC","51748","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","01211","Asparagus","2023","2023","1000 SLC","57325","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","01211","Asparagus","2016","2016","1000 SLC","37200","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","01211","Asparagus","2017","2017","1000 SLC","35564","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","01211","Asparagus","2018","2018","1000 SLC","35592","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","01211","Asparagus","2019","2019","1000 SLC","40643","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","01211","Asparagus","2020","2020","1000 SLC","30818","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","01211","Asparagus","2021","2021","1000 SLC","35484","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","01211","Asparagus","2022","2022","1000 SLC","39463","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","01211","Asparagus","2023","2023","1000 SLC","42346","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","01211","Asparagus","2016","2016","1000 USD","29094","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","01211","Asparagus","2017","2017","1000 USD","30916","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","01211","Asparagus","2018","2018","1000 USD","30936","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","01211","Asparagus","2019","2019","1000 USD","35542","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","01211","Asparagus","2020","2020","1000 USD","31575","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","01211","Asparagus","2021","2021","1000 USD","35150","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","01211","Asparagus","2022","2022","1000 USD","39759","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","01211","Asparagus","2023","2023","1000 USD","42466","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","01211","Asparagus","2016","2016","1000 USD","30178","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","01211","Asparagus","2017","2017","1000 USD","28851","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","01211","Asparagus","2018","2018","1000 USD","28874","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","01211","Asparagus","2019","2019","1000 USD","32971","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","01211","Asparagus","2020","2020","1000 USD","25002","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","01211","Asparagus","2021","2021","1000 USD","28787","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","01211","Asparagus","2022","2022","1000 USD","32015","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","01211","Asparagus","2023","2023","1000 USD","34353","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","0115","Barley","2016","2016","1000 Int$","1722145","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","0115","Barley","2017","2017","1000 Int$","1537431","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","0115","Barley","2018","2018","1000 Int$","1632584","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","0115","Barley","2019","2019","1000 Int$","2022801","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","0115","Barley","2020","2020","1000 Int$","2092549","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","0115","Barley","2021","2021","1000 Int$","1334195","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","0115","Barley","2022","2022","1000 Int$","1945666","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","0115","Barley","2023","2023","1000 Int$","1733220","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","0115","Barley","2016","2016","1000 SLC","1948381","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","0115","Barley","2017","2017","1000 SLC","1523810","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","0115","Barley","2018","2018","1000 SLC","1780100","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","0115","Barley","2019","2019","1000 SLC","2337019","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","0115","Barley","2020","2020","1000 SLC","2317392","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","0115","Barley","2021","2021","1000 SLC","1845299","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","0115","Barley","2022","2022","1000 SLC","3750997","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","0115","Barley","2023","2023","1000 SLC","3233073","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","0115","Barley","2016","2016","1000 SLC","1856213","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","0115","Barley","2017","2017","1000 SLC","1657118","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","0115","Barley","2018","2018","1000 SLC","1759679","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","0115","Barley","2019","2019","1000 SLC","2180274","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","0115","Barley","2020","2020","1000 SLC","2255452","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","0115","Barley","2021","2021","1000 SLC","1438061","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","0115","Barley","2022","2022","1000 SLC","2097134","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","55","Gross Production Value (constant 2014-2016 thousand SLC)","0115","Barley","2023","2023","1000 SLC","1868150","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","0115","Barley","2016","2016","1000 USD","1470033","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","0115","Barley","2017","2017","1000 USD","1174206","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","0115","Barley","2018","2018","1000 USD","1373793","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","0115","Barley","2019","2019","1000 USD","1761324","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","0115","Barley","2020","2020","1000 USD","1727911","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","0115","Barley","2021","2021","1000 USD","1471675","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","0115","Barley","2022","2022","1000 USD","2881936","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","0115","Barley","2023","2023","1000 USD","2395031","A","Official figure"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2016","2016","1000 USD","1500778","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2017","2017","1000 USD","1339807","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2018","2018","1000 USD","1422729","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2019","2019","1000 USD","1762787","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2020","2020","1000 USD","1823570","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2021","2021","1000 USD","1162696","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2022","2022","1000 USD","1695567","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2023","2023","1000 USD","1510430","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","01701","Beans, dry","2016","2016","1000 Int$","186215","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","01701","Beans, dry","2017","2017","1000 Int$","245746","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","01701","Beans, dry","2018","2018","1000 Int$","260000","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","01701","Beans, dry","2019","2019","1000 Int$","241478","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","01701","Beans, dry","2020","2020","1000 Int$","373116","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","01701","Beans, dry","2021","2021","1000 Int$","277130","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","01701","Beans, dry","2022","2022","1000 Int$","238576","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","01701","Beans, dry","2023","2023","1000 Int$","258639","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","56","Gross Production Value (current thousand SLC)","01701","Beans, dry","2016","2016","1000 SLC","212627","A","Official figure"
