Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EI","Emissions intensities","124","Canada","5510","Production","21115","Meat of sheep, fresh or chilled","2023","2023","t","17647","A","Official figure"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","21121","Meat of chickens, fresh or chilled","2016","2016","kg CO2eq/kg","0.3937","E","Estimated value"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","21121","Meat of chickens, fresh or chilled","2017","2017","kg CO2eq/kg","0.3735","E","Estimated value"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","21121","Meat of chickens, fresh or chilled","2018","2018","kg CO2eq/kg","0.354","E","Estimated value"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","21121","Meat of chickens, fresh or chilled","2019","2019","kg CO2eq/kg","0.3448","E","Estimated value"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","21121","Meat of chickens, fresh or chilled","2020","2020","kg CO2eq/kg","0.3527","E","Estimated value"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","21121","Meat of chickens, fresh or chilled","2021","2021","kg CO2eq/kg","0.3446","E","Estimated value"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","21121","Meat of chickens, fresh or chilled","2022","2022","kg CO2eq/kg","0.3345","E","Estimated value"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","21121","Meat of chickens, fresh or chilled","2023","2023","kg CO2eq/kg","0.3238","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","21121","Meat of chickens, fresh or chilled","2016","2016","kt","464.2447","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","21121","Meat of chickens, fresh or chilled","2017","2017","kt","462.0815","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","21121","Meat of chickens, fresh or chilled","2018","2018","kt","460.4612","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","21121","Meat of chickens, fresh or chilled","2019","2019","kt","459.0628","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","21121","Meat of chickens, fresh or chilled","2020","2020","kt","460.3328","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","21121","Meat of chickens, fresh or chilled","2021","2021","kt","459.7257","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","21121","Meat of chickens, fresh or chilled","2022","2022","kt","458.5548","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","21121","Meat of chickens, fresh or chilled","2023","2023","kt","458.4585","E","Estimated value"
"EI","Emissions intensities","124","Canada","5510","Production","21121","Meat of chickens, fresh or chilled","2016","2016","t","1179125","A","Official figure"
"EI","Emissions intensities","124","Canada","5510","Production","21121","Meat of chickens, fresh or chilled","2017","2017","t","1237223","A","Official figure"
"EI","Emissions intensities","124","Canada","5510","Production","21121","Meat of chickens, fresh or chilled","2018","2018","t","1300716","A","Official figure"
"EI","Emissions intensities","124","Canada","5510","Production","21121","Meat of chickens, fresh or chilled","2019","2019","t","1331571","A","Official figure"
"EI","Emissions intensities","124","Canada","5510","Production","21121","Meat of chickens, fresh or chilled","2020","2020","t","1305207","A","Official figure"
"EI","Emissions intensities","124","Canada","5510","Production","21121","Meat of chickens, fresh or chilled","2021","2021","t","1334020","A","Official figure"
"EI","Emissions intensities","124","Canada","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","1370800","A","Official figure"
"EI","Emissions intensities","124","Canada","5510","Production","21121","Meat of chickens, fresh or chilled","2023","2023","t","1415926","A","Official figure"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","0231","Hen eggs in shell, fresh","2016","2016","kg CO2eq/kg","0.4611","E","Estimated value"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","0231","Hen eggs in shell, fresh","2017","2017","kg CO2eq/kg","0.4611","E","Estimated value"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","0231","Hen eggs in shell, fresh","2018","2018","kg CO2eq/kg","0.4557","E","Estimated value"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","0231","Hen eggs in shell, fresh","2019","2019","kg CO2eq/kg","0.4555","E","Estimated value"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","0231","Hen eggs in shell, fresh","2020","2020","kg CO2eq/kg","0.4538","E","Estimated value"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","0231","Hen eggs in shell, fresh","2021","2021","kg CO2eq/kg","0.4537","E","Estimated value"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","0231","Hen eggs in shell, fresh","2022","2022","kg CO2eq/kg","0.4533","E","Estimated value"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","0231","Hen eggs in shell, fresh","2023","2023","kg CO2eq/kg","0.4496","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","0231","Hen eggs in shell, fresh","2016","2016","kt","245.0712","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","0231","Hen eggs in shell, fresh","2017","2017","kt","254.3725","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","0231","Hen eggs in shell, fresh","2018","2018","kt","262.5853","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","0231","Hen eggs in shell, fresh","2019","2019","kt","269.6021","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","0231","Hen eggs in shell, fresh","2020","2020","kt","274.2101","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","0231","Hen eggs in shell, fresh","2021","2021","kt","276.9556","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","0231","Hen eggs in shell, fresh","2022","2022","kt","282.7848","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","0231","Hen eggs in shell, fresh","2023","2023","kt","286.1563","E","Estimated value"
"EI","Emissions intensities","124","Canada","5510","Production","0231","Hen eggs in shell, fresh","2016","2016","t","531500","A","Official figure"
"EI","Emissions intensities","124","Canada","5510","Production","0231","Hen eggs in shell, fresh","2017","2017","t","551650","A","Official figure"
"EI","Emissions intensities","124","Canada","5510","Production","0231","Hen eggs in shell, fresh","2018","2018","t","576268","E","Estimated value"
"EI","Emissions intensities","124","Canada","5510","Production","0231","Hen eggs in shell, fresh","2019","2019","t","591892","E","Estimated value"
"EI","Emissions intensities","124","Canada","5510","Production","0231","Hen eggs in shell, fresh","2020","2020","t","604284","E","Estimated value"
"EI","Emissions intensities","124","Canada","5510","Production","0231","Hen eggs in shell, fresh","2021","2021","t","610501","E","Estimated value"
"EI","Emissions intensities","124","Canada","5510","Production","0231","Hen eggs in shell, fresh","2022","2022","t","623814","E","Estimated value"
"EI","Emissions intensities","124","Canada","5510","Production","0231","Hen eggs in shell, fresh","2023","2023","t","636398","E","Estimated value"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","21113.01","Meat of pig with the bone, fresh or chilled","2016","2016","kg CO2eq/kg","2.5792","E","Estimated value"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","21113.01","Meat of pig with the bone, fresh or chilled","2017","2017","kg CO2eq/kg","2.5791","E","Estimated value"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","21113.01","Meat of pig with the bone, fresh or chilled","2018","2018","kg CO2eq/kg","2.6405","E","Estimated value"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","21113.01","Meat of pig with the bone, fresh or chilled","2019","2019","kg CO2eq/kg","2.5494","E","Estimated value"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","21113.01","Meat of pig with the bone, fresh or chilled","2020","2020","kg CO2eq/kg","2.4086","E","Estimated value"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","21113.01","Meat of pig with the bone, fresh or chilled","2021","2021","kg CO2eq/kg","2.4325","E","Estimated value"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","kg CO2eq/kg","2.472","E","Estimated value"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","kg CO2eq/kg","2.3944","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","21113.01","Meat of pig with the bone, fresh or chilled","2016","2016","kt","5367.0905","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","21113.01","Meat of pig with the bone, fresh or chilled","2017","2017","kt","5487.1905","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","21113.01","Meat of pig with the bone, fresh or chilled","2018","2018","kt","5609.265","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","21113.01","Meat of pig with the bone, fresh or chilled","2019","2019","kt","5540.343","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","21113.01","Meat of pig with the bone, fresh or chilled","2020","2020","kt","5538.3685","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","21113.01","Meat of pig with the bone, fresh or chilled","2021","2021","kt","5560.035","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","kt","5579.727","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","kt","5475.37","E","Estimated value"
"EI","Emissions intensities","124","Canada","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2016","2016","t","2080880","A","Official figure"
"EI","Emissions intensities","124","Canada","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2017","2017","t","2127600","A","Official figure"
"EI","Emissions intensities","124","Canada","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2018","2018","t","2124359","A","Official figure"
"EI","Emissions intensities","124","Canada","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2019","2019","t","2173209","A","Official figure"
"EI","Emissions intensities","124","Canada","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2020","2020","t","2299446","A","Official figure"
"EI","Emissions intensities","124","Canada","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2021","2021","t","2285743","A","Official figure"
"EI","Emissions intensities","124","Canada","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","2257200","A","Official figure"
"EI","Emissions intensities","124","Canada","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","t","2286725","A","Official figure"
"EI","Emissions intensities","484","Mexico","71761","Emissions intensity","F1718","Cereals excluding rice","2016","2016","kg CO2eq/kg","0.1726","E","Estimated value"
"EI","Emissions intensities","484","Mexico","71761","Emissions intensity","F1718","Cereals excluding rice","2017","2017","kg CO2eq/kg","0.1723","E","Estimated value"
"EI","Emissions intensities","484","Mexico","71761","Emissions intensity","F1718","Cereals excluding rice","2018","2018","kg CO2eq/kg","0.167","E","Estimated value"
"EI","Emissions intensities","484","Mexico","71761","Emissions intensity","F1718","Cereals excluding rice","2019","2019","kg CO2eq/kg","0.1625","E","Estimated value"
"EI","Emissions intensities","484","Mexico","71761","Emissions intensity","F1718","Cereals excluding rice","2020","2020","kg CO2eq/kg","0.1733","E","Estimated value"
"EI","Emissions intensities","484","Mexico","71761","Emissions intensity","F1718","Cereals excluding rice","2021","2021","kg CO2eq/kg","0.1641","E","Estimated value"
"EI","Emissions intensities","484","Mexico","71761","Emissions intensity","F1718","Cereals excluding rice","2022","2022","kg CO2eq/kg","0.1401","E","Estimated value"
"EI","Emissions intensities","484","Mexico","71761","Emissions intensity","F1718","Cereals excluding rice","2023","2023","kg CO2eq/kg","0.0635","E","Estimated value"
"EI","Emissions intensities","484","Mexico","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2016","2016","kt","6586.2723","E","Estimated value"
"EI","Emissions intensities","484","Mexico","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2017","2017","kt","6408.6047","E","Estimated value"
"EI","Emissions intensities","484","Mexico","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2018","2018","kt","5969.1415","E","Estimated value"
