Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","5066","Burning - Crop residues","2016","2016","3050","FAO TIER 1","kt","378.3052","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","5066","Burning - Crop residues","2016","2016","3050","FAO TIER 1","kt","92.8295","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","5066","Burning - Crop residues","2016","2016","3050","FAO TIER 1","kt","471.1347","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","5066","Burning - Crop residues","2017","2017","3050","FAO TIER 1","kt","13.4987","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","5066","Burning - Crop residues","2017","2017","3050","FAO TIER 1","kt","0.35","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","5066","Burning - Crop residues","2017","2017","3050","FAO TIER 1","kt","377.9636","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","5066","Burning - Crop residues","2017","2017","3050","FAO TIER 1","kt","92.75","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","5066","Burning - Crop residues","2017","2017","3050","FAO TIER 1","kt","470.7136","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","5066","Burning - Crop residues","2018","2018","3050","FAO TIER 1","kt","14.5342","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","5066","Burning - Crop residues","2018","2018","3050","FAO TIER 1","kt","0.3768","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","5066","Burning - Crop residues","2018","2018","3050","FAO TIER 1","kt","406.9576","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","5066","Burning - Crop residues","2018","2018","3050","FAO TIER 1","kt","99.852","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","5066","Burning - Crop residues","2018","2018","3050","FAO TIER 1","kt","506.8096","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","5066","Burning - Crop residues","2019","2019","3050","FAO TIER 1","kt","14.3465","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","5066","Burning - Crop residues","2019","2019","3050","FAO TIER 1","kt","0.3719","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","5066","Burning - Crop residues","2019","2019","3050","FAO TIER 1","kt","401.702","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","5066","Burning - Crop residues","2019","2019","3050","FAO TIER 1","kt","98.5535","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","5066","Burning - Crop residues","2019","2019","3050","FAO TIER 1","kt","500.2555","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","5066","Burning - Crop residues","2020","2020","3050","FAO TIER 1","kt","14.6214","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","5066","Burning - Crop residues","2020","2020","3050","FAO TIER 1","kt","0.3791","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","5066","Burning - Crop residues","2020","2020","3050","FAO TIER 1","kt","409.3992","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","5066","Burning - Crop residues","2020","2020","3050","FAO TIER 1","kt","100.4615","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","5066","Burning - Crop residues","2020","2020","3050","FAO TIER 1","kt","509.8607","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","5066","Burning - Crop residues","2021","2021","3050","FAO TIER 1","kt","13.8814","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","5066","Burning - Crop residues","2021","2021","3050","FAO TIER 1","kt","0.3599","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","5066","Burning - Crop residues","2021","2021","3050","FAO TIER 1","kt","388.6792","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","5066","Burning - Crop residues","2021","2021","3050","FAO TIER 1","kt","95.3735","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","5066","Burning - Crop residues","2021","2021","3050","FAO TIER 1","kt","484.0527","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","5066","Burning - Crop residues","2022","2022","3050","FAO TIER 1","kt","14.787","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","5066","Burning - Crop residues","2022","2022","3050","FAO TIER 1","kt","0.3834","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","5066","Burning - Crop residues","2022","2022","3050","FAO TIER 1","kt","414.036","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","5066","Burning - Crop residues","2022","2022","3050","FAO TIER 1","kt","101.601","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","5066","Burning - Crop residues","2022","2022","3050","FAO TIER 1","kt","515.637","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","5066","Burning - Crop residues","2023","2023","3050","FAO TIER 1","kt","15.6381","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","5066","Burning - Crop residues","2023","2023","3050","FAO TIER 1","kt","0.4054","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","5066","Burning - Crop residues","2023","2023","3050","FAO TIER 1","kt","437.8668","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","5066","Burning - Crop residues","2023","2023","3050","FAO TIER 1","kt","107.431","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","5066","Burning - Crop residues","2023","2023","3050","FAO TIER 1","kt","545.2978","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","5058","Enteric Fermentation","2016","2016","3050","FAO TIER 1","kt","720.4403","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2016","2016","3050","FAO TIER 1","kt","20172.3284","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2016","2016","3050","FAO TIER 1","kt","20172.3284","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","5058","Enteric Fermentation","2017","2017","3050","FAO TIER 1","kt","715.697","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2017","2017","3050","FAO TIER 1","kt","20039.516","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2017","2017","3050","FAO TIER 1","kt","20039.516","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","5058","Enteric Fermentation","2018","2018","3050","FAO TIER 1","kt","726.821","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2018","2018","3050","FAO TIER 1","kt","20350.988","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2018","2018","3050","FAO TIER 1","kt","20350.988","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","5058","Enteric Fermentation","2019","2019","3050","FAO TIER 1","kt","726.9576","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2019","2019","3050","FAO TIER 1","kt","20354.8128","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2019","2019","3050","FAO TIER 1","kt","20354.8128","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","5058","Enteric Fermentation","2020","2020","3050","FAO TIER 1","kt","720.1461","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2020","2020","3050","FAO TIER 1","kt","20164.0908","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2020","2020","3050","FAO TIER 1","kt","20164.0908","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","5058","Enteric Fermentation","2021","2021","3050","FAO TIER 1","kt","718.4451","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2021","2021","3050","FAO TIER 1","kt","20116.4628","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2021","2021","3050","FAO TIER 1","kt","20116.4628","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","5058","Enteric Fermentation","2022","2022","3050","FAO TIER 1","kt","718.1899","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2022","2022","3050","FAO TIER 1","kt","20109.3172","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2022","2022","3050","FAO TIER 1","kt","20109.3172","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","5058","Enteric Fermentation","2023","2023","3050","FAO TIER 1","kt","705.9984","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2023","2023","3050","FAO TIER 1","kt","19767.9552","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2023","2023","3050","FAO TIER 1","kt","19767.9552","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","5059","Manure Management","2016","2016","3050","FAO TIER 1","kt","212.736","E","Estimated value",""
"GT","Emissions totals","124","Canada","7234","Direct emissions (N2O)","5059","Manure Management","2016","2016","3050","FAO TIER 1","kt","4.1933","E","Estimated value",""
"GT","Emissions totals","124","Canada","7236","Indirect emissions (N2O)","5059","Manure Management","2016","2016","3050","FAO TIER 1","kt","2.7649","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","5059","Manure Management","2016","2016","3050","FAO TIER 1","kt","5.5767","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2016","2016","3050","FAO TIER 1","kt","5956.608","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2016","2016","3050","FAO TIER 1","kt","1477.8255","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2016","2016","3050","FAO TIER 1","kt","7434.4335","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","5059","Manure Management","2017","2017","3050","FAO TIER 1","kt","216.1653","E","Estimated value",""
"GT","Emissions totals","124","Canada","7234","Direct emissions (N2O)","5059","Manure Management","2017","2017","3050","FAO TIER 1","kt","4.1814","E","Estimated value",""
"GT","Emissions totals","124","Canada","7236","Indirect emissions (N2O)","5059","Manure Management","2017","2017","3050","FAO TIER 1","kt","2.7409","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","5059","Manure Management","2017","2017","3050","FAO TIER 1","kt","5.5747","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2017","2017","3050","FAO TIER 1","kt","6052.6284","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2017","2017","3050","FAO TIER 1","kt","1477.2955","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2017","2017","3050","FAO TIER 1","kt","7529.9239","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","5059","Manure Management","2018","2018","3050","FAO TIER 1","kt","221.1177","E","Estimated value",""
"GT","Emissions totals","124","Canada","7234","Direct emissions (N2O)","5059","Manure Management","2018","2018","3050","FAO TIER 1","kt","4.2405","E","Estimated value",""
"GT","Emissions totals","124","Canada","7236","Indirect emissions (N2O)","5059","Manure Management","2018","2018","3050","FAO TIER 1","kt","2.7754","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","5059","Manure Management","2018","2018","3050","FAO TIER 1","kt","5.6628","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2018","2018","3050","FAO TIER 1","kt","6191.2956","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2018","2018","3050","FAO TIER 1","kt","1500.642","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2018","2018","3050","FAO TIER 1","kt","7691.9376","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","5059","Manure Management","2019","2019","3050","FAO TIER 1","kt","219.5739","E","Estimated value",""
"GT","Emissions totals","124","Canada","7234","Direct emissions (N2O)","5059","Manure Management","2019","2019","3050","FAO TIER 1","kt","4.2377","E","Estimated value",""
"GT","Emissions totals","124","Canada","7236","Indirect emissions (N2O)","5059","Manure Management","2019","2019","3050","FAO TIER 1","kt","2.7745","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","5059","Manure Management","2019","2019","3050","FAO TIER 1","kt","5.6544","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2019","2019","3050","FAO TIER 1","kt","6148.0692","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2019","2019","3050","FAO TIER 1","kt","1498.416","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2019","2019","3050","FAO TIER 1","kt","7646.4852","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","5059","Manure Management","2020","2020","3050","FAO TIER 1","kt","219.6129","E","Estimated value",""
"GT","Emissions totals","124","Canada","7234","Direct emissions (N2O)","5059","Manure Management","2020","2020","3050","FAO TIER 1","kt","4.2082","E","Estimated value",""
"GT","Emissions totals","124","Canada","7236","Indirect emissions (N2O)","5059","Manure Management","2020","2020","3050","FAO TIER 1","kt","2.7421","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","5059","Manure Management","2020","2020","3050","FAO TIER 1","kt","5.621","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2020","2020","3050","FAO TIER 1","kt","6149.1612","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2020","2020","3050","FAO TIER 1","kt","1489.565","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2020","2020","3050","FAO TIER 1","kt","7638.7262","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","5059","Manure Management","2021","2021","3050","FAO TIER 1","kt","219.9349","E","Estimated value",""
"GT","Emissions totals","124","Canada","7234","Direct emissions (N2O)","5059","Manure Management","2021","2021","3050","FAO TIER 1","kt","4.2032","E","Estimated value",""
"GT","Emissions totals","124","Canada","7236","Indirect emissions (N2O)","5059","Manure Management","2021","2021","3050","FAO TIER 1","kt","2.7371","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","5059","Manure Management","2021","2021","3050","FAO TIER 1","kt","5.6153","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2021","2021","3050","FAO TIER 1","kt","6158.1772","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2021","2021","3050","FAO TIER 1","kt","1488.0545","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2021","2021","3050","FAO TIER 1","kt","7646.2317","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","5059","Manure Management","2022","2022","3050","FAO TIER 1","kt","220.3202","E","Estimated value",""
"GT","Emissions totals","124","Canada","7234","Direct emissions (N2O)","5059","Manure Management","2022","2022","3050","FAO TIER 1","kt","4.2062","E","Estimated value",""
"GT","Emissions totals","124","Canada","7236","Indirect emissions (N2O)","5059","Manure Management","2022","2022","3050","FAO TIER 1","kt","2.7385","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","5059","Manure Management","2022","2022","3050","FAO TIER 1","kt","5.6186","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2022","2022","3050","FAO TIER 1","kt","6168.9656","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2022","2022","3050","FAO TIER 1","kt","1488.929","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2022","2022","3050","FAO TIER 1","kt","7657.8946","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","5059","Manure Management","2023","2023","3050","FAO TIER 1","kt","217.0621","E","Estimated value",""
"GT","Emissions totals","124","Canada","7234","Direct emissions (N2O)","5059","Manure Management","2023","2023","3050","FAO TIER 1","kt","4.1419","E","Estimated value",""
"GT","Emissions totals","124","Canada","7236","Indirect emissions (N2O)","5059","Manure Management","2023","2023","3050","FAO TIER 1","kt","2.6877","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","5059","Manure Management","2023","2023","3050","FAO TIER 1","kt","5.5331","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2023","2023","3050","FAO TIER 1","kt","6077.7388","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2023","2023","3050","FAO TIER 1","kt","1466.2715","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2023","2023","3050","FAO TIER 1","kt","7544.0103","E","Estimated value",""
"GT","Emissions totals","124","Canada","7234","Direct emissions (N2O)","5063","Manure left on Pasture","2016","2016","3050","FAO TIER 1","kt","12.686","E","Estimated value",""
"GT","Emissions totals","124","Canada","7236","Indirect emissions (N2O)","5063","Manure left on Pasture","2016","2016","3050","FAO TIER 1","kt","2.7649","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","5063","Manure left on Pasture","2016","2016","3050","FAO TIER 1","kt","15.4509","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","5063","Manure left on Pasture","2016","2016","3050","FAO TIER 1","kt","4094.4885","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","5063","Manure left on Pasture","2016","2016","3050","FAO TIER 1","kt","4094.4885","E","Estimated value",""
"GT","Emissions totals","124","Canada","7234","Direct emissions (N2O)","5063","Manure left on Pasture","2017","2017","3050","FAO TIER 1","kt","12.5726","E","Estimated value",""
"GT","Emissions totals","124","Canada","7236","Indirect emissions (N2O)","5063","Manure left on Pasture","2017","2017","3050","FAO TIER 1","kt","2.7409","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","5063","Manure left on Pasture","2017","2017","3050","FAO TIER 1","kt","15.3134","E","Estimated value",""
