Domain Code,Domain,Area Code (M49),Area,Food Group Code,Food Group,Indicator Code,Indicator,Year Code,Year,Element Code,Element,Unit,Value,Flag,Flag Description,Note
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4010","Iron supply","2020","2020","6209","Value","mg/cap/d","4.7","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4010","Iron supply","2021","2021","6209","Value","mg/cap/d","4.5","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4010","Iron supply","2022","2022","6209","Value","mg/cap/d","4.5","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4010","Iron supply","2023","2023","6209","Value","mg/cap/d","4.5","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4015","Zinc supply","2016","2016","6209","Value","mg/cap/d","3.12","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4015","Zinc supply","2017","2017","6209","Value","mg/cap/d","3.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4015","Zinc supply","2018","2018","6209","Value","mg/cap/d","3.13","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4015","Zinc supply","2019","2019","6209","Value","mg/cap/d","3.32","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4015","Zinc supply","2020","2020","6209","Value","mg/cap/d","3.45","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4015","Zinc supply","2021","2021","6209","Value","mg/cap/d","3.23","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4015","Zinc supply","2022","2022","6209","Value","mg/cap/d","3.3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4015","Zinc supply","2023","2023","6209","Value","mg/cap/d","3.37","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4011","Magnesium supply","2016","2016","6209","Value","mg/cap/d","123","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4011","Magnesium supply","2017","2017","6209","Value","mg/cap/d","128","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4011","Magnesium supply","2018","2018","6209","Value","mg/cap/d","124","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4011","Magnesium supply","2019","2019","6209","Value","mg/cap/d","130","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4011","Magnesium supply","2020","2020","6209","Value","mg/cap/d","135","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4011","Magnesium supply","2021","2021","6209","Value","mg/cap/d","129","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4011","Magnesium supply","2022","2022","6209","Value","mg/cap/d","129","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4011","Magnesium supply","2023","2023","6209","Value","mg/cap/d","132","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4012","Phosphorus supply","2016","2016","6209","Value","mg/cap/d","360","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4012","Phosphorus supply","2017","2017","6209","Value","mg/cap/d","374","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4012","Phosphorus supply","2018","2018","6209","Value","mg/cap/d","367","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4012","Phosphorus supply","2019","2019","6209","Value","mg/cap/d","387","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4012","Phosphorus supply","2020","2020","6209","Value","mg/cap/d","401","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4012","Phosphorus supply","2021","2021","6209","Value","mg/cap/d","379","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4012","Phosphorus supply","2022","2022","6209","Value","mg/cap/d","384","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4012","Phosphorus supply","2023","2023","6209","Value","mg/cap/d","391","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4013","Potassium supply","2016","2016","6209","Value","mg/cap/d","433","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4013","Potassium supply","2017","2017","6209","Value","mg/cap/d","446","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4013","Potassium supply","2018","2018","6209","Value","mg/cap/d","432","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4013","Potassium supply","2019","2019","6209","Value","mg/cap/d","448","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4013","Potassium supply","2020","2020","6209","Value","mg/cap/d","471","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4013","Potassium supply","2021","2021","6209","Value","mg/cap/d","449","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4013","Potassium supply","2022","2022","6209","Value","mg/cap/d","451","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4013","Potassium supply","2023","2023","6209","Value","mg/cap/d","456","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4021","Thiamin supply","2016","2016","6209","Value","mg/cap/d","0.54","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4021","Thiamin supply","2017","2017","6209","Value","mg/cap/d","0.55","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4021","Thiamin supply","2018","2018","6209","Value","mg/cap/d","0.51","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4021","Thiamin supply","2019","2019","6209","Value","mg/cap/d","0.54","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4021","Thiamin supply","2020","2020","6209","Value","mg/cap/d","0.56","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4021","Thiamin supply","2021","2021","6209","Value","mg/cap/d","0.53","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4021","Thiamin supply","2022","2022","6209","Value","mg/cap/d","0.55","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4021","Thiamin supply","2023","2023","6209","Value","mg/cap/d","0.56","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4022","Riboflavin supply","2016","2016","6209","Value","mg/cap/d","0.19","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4022","Riboflavin supply","2017","2017","6209","Value","mg/cap/d","0.19","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4022","Riboflavin supply","2018","2018","6209","Value","mg/cap/d","0.18","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4022","Riboflavin supply","2019","2019","6209","Value","mg/cap/d","0.19","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4022","Riboflavin supply","2020","2020","6209","Value","mg/cap/d","0.21","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4022","Riboflavin supply","2021","2021","6209","Value","mg/cap/d","0.21","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4022","Riboflavin supply","2022","2022","6209","Value","mg/cap/d","0.21","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4022","Riboflavin supply","2023","2023","6209","Value","mg/cap/d","0.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4029","Vitamin C supply","2016","2016","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4029","Vitamin C supply","2017","2017","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4029","Vitamin C supply","2018","2018","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4029","Vitamin C supply","2019","2019","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4029","Vitamin C supply","2020","2020","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4029","Vitamin C supply","2021","2021","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4029","Vitamin C supply","2022","2022","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG1","Cereals and their products","4029","Vitamin C supply","2023","2023","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4004","Protein supply","2016","2016","6123","Value","g/cap/d","3.4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4004","Protein supply","2017","2017","6123","Value","g/cap/d","3.4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4004","Protein supply","2018","2018","6123","Value","g/cap/d","3.4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4004","Protein supply","2019","2019","6123","Value","g/cap/d","3.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4004","Protein supply","2020","2020","6123","Value","g/cap/d","3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4004","Protein supply","2021","2021","6123","Value","g/cap/d","3.6","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4004","Protein supply","2022","2022","6123","Value","g/cap/d","3.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4004","Protein supply","2023","2023","6123","Value","g/cap/d","3.5","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4005","Fat supply","2016","2016","6123","Value","g/cap/d","0.4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4005","Fat supply","2017","2017","6123","Value","g/cap/d","0.4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4005","Fat supply","2018","2018","6123","Value","g/cap/d","0.4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4005","Fat supply","2019","2019","6123","Value","g/cap/d","0.3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4005","Fat supply","2020","2020","6123","Value","g/cap/d","0.3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4005","Fat supply","2021","2021","6123","Value","g/cap/d","0.3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4005","Fat supply","2022","2022","6123","Value","g/cap/d","0.3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4005","Fat supply","2023","2023","6123","Value","g/cap/d","0.3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4006","Carbohydrate (available) supply","2016","2016","6123","Value","g/cap/d","30.7","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4006","Carbohydrate (available) supply","2017","2017","6123","Value","g/cap/d","30.5","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4006","Carbohydrate (available) supply","2018","2018","6123","Value","g/cap/d","30.4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4006","Carbohydrate (available) supply","2019","2019","6123","Value","g/cap/d","28.3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4006","Carbohydrate (available) supply","2020","2020","6123","Value","g/cap/d","26.9","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4006","Carbohydrate (available) supply","2021","2021","6123","Value","g/cap/d","31.9","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4006","Carbohydrate (available) supply","2022","2022","6123","Value","g/cap/d","28.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4006","Carbohydrate (available) supply","2023","2023","6123","Value","g/cap/d","31.7","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4007","Dietary fibre supply","2016","2016","6123","Value","g/cap/d","3.3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4007","Dietary fibre supply","2017","2017","6123","Value","g/cap/d","3.3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4007","Dietary fibre supply","2018","2018","6123","Value","g/cap/d","3.3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4007","Dietary fibre supply","2019","2019","6123","Value","g/cap/d","3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4007","Dietary fibre supply","2020","2020","6123","Value","g/cap/d","2.9","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4007","Dietary fibre supply","2021","2021","6123","Value","g/cap/d","3.4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4007","Dietary fibre supply","2022","2022","6123","Value","g/cap/d","3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4007","Dietary fibre supply","2023","2023","6123","Value","g/cap/d","3.4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4003","Energy supply","2016","2016","6128","Value","kcal/cap/d","146","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG2","Roots, tubers, plantains and their products","4003","Energy supply","2017","2017","6128","Value","kcal/cap/d","145","E","Estimated value",""
